strategy,target,seed,arm,month,n,train_size,f1,prec,rec,family_n,family_recall_clean,family_recall_watermarked,probe_sfone_n,probe_sfone_rec,probe_sfone_wm,probe_wacatac_n,probe_wacatac_rec,probe_wacatac_wm,probe_upatre_n,probe_upatre_rec,probe_upatre_wm,probe_wabot_n,probe_wabot_rec,probe_wabot_wm,probe_small_n,probe_small_rec,probe_small_wm,probe_ganelp_n,probe_ganelp_rec,probe_ganelp_wm,probe_dinwod_n,probe_dinwod_rec,probe_dinwod_wm,probe_mira_n,probe_mira_rec,probe_mira_wm,probe_berbew_n,probe_berbew_rec,probe_berbew_wm,probe_sillyp2p_n,probe_sillyp2p_rec,probe_sillyp2p_wm,probe_ceeinject_n,probe_ceeinject_rec,probe_ceeinject_wm,probe_gepys_n,probe_gepys_rec,probe_gepys_wm,probe_benjamin_n,probe_benjamin_rec,probe_benjamin_wm,probe_musecador_n,probe_musecador_rec,probe_musecador_wm,probe_autoit_n,probe_autoit_rec,probe_autoit_wm
random,wacatac,1,attacked,2020-06,12399,5206,0.9925293489861259,0.9926470588235294,0.9924116670618923,199,0.9396984924623115,0.4371859296482412,1559,1.0,1.0,199,0.9396984924623115,0.4371859296482412,99,1.0,0.9797979797979798,219,0.9954337899543378,0.9726027397260274,269,1.0,1.0,30,1.0,1.0,2,nan,nan,47,1.0,0.9148936170212766,338,1.0,0.9970414201183432,145,1.0,1.0,13,1.0,1.0,21,1.0,0.8571428571428571,139,1.0,0.6187050359712231,0,nan,nan,32,0.96875,0.75
random,wacatac,1,attacked,2020-07,11387,5826,0.9938798033510585,0.9961786001609011,0.9915915915915916,148,0.9594594594594594,0.8445945945945946,697,1.0,0.9813486370157819,148,0.9594594594594594,0.8445945945945946,73,1.0,0.8767123287671232,531,1.0,1.0,201,1.0,1.0,45,1.0,1.0,20,1.0,1.0,148,1.0,0.9054054054054054,74,1.0,1.0,205,1.0,1.0,262,1.0,0.8664122137404581,52,1.0,0.75,72,1.0,0.5277777777777778,0,nan,nan,51,1.0,0.27450980392156865
random,wacatac,1,attacked,2020-08,6337,6395,0.9963321980613047,0.997900813434794,0.9947685064085796,46,1.0,0.5652173913043478,166,1.0,1.0,46,1.0,0.5652173913043478,75,1.0,0.7466666666666667,723,1.0,0.9986168741355463,381,1.0,1.0,73,1.0,1.0,120,1.0,1.0,82,1.0,0.9512195121951219,10,1.0,1.0,234,1.0,1.0,334,1.0,0.8922155688622755,18,1.0,0.7777777777777778,65,1.0,0.4461538461538462,1,nan,nan,91,1.0,0.6813186813186813
random,wacatac,1,attacked,2020-09,8775,6712,0.9943082311733801,0.9962711120859837,0.9923530696963077,73,0.9452054794520548,0.7808219178082192,278,1.0,0.9856115107913669,73,0.9452054794520548,0.7808219178082192,62,1.0,0.9354838709677419,704,1.0,1.0,230,1.0,0.9956521739130435,247,1.0,1.0,158,1.0,1.0,117,1.0,0.9829059829059829,14,1.0,1.0,129,1.0,1.0,218,1.0,0.9495412844036697,22,1.0,0.9545454545454546,116,1.0,0.4051724137931034,1,nan,nan,88,1.0,0.7613636363636364
random,sfone,1,clean,2019-09,7524,844,0.9345664739884393,0.8808019176291131,0.9953213494213248,40,1.0,1.0,40,1.0,1.0,391,0.9974424552429667,0.9872122762148338,357,1.0,1.0,130,0.9615384615384616,0.9846153846153847,252,1.0,1.0,66,1.0,1.0,243,1.0,1.0,46,1.0,1.0,74,1.0,1.0,88,1.0,1.0,56,1.0,1.0,140,1.0,1.0,15,0.9333333333333333,1.0,5,nan,nan,116,1.0,1.0
random,sfone,1,clean,2019-10,8474,1220,0.9750243269542653,0.9593617021276596,0.9912068586502528,63,1.0,1.0,63,1.0,1.0,385,0.9974025974025974,0.9974025974025974,508,1.0,1.0,91,1.0,1.0,290,1.0,1.0,37,1.0,1.0,185,1.0,1.0,75,1.0,1.0,161,1.0,1.0,78,1.0,1.0,31,1.0,1.0,139,1.0,0.9928057553956835,28,1.0,1.0,47,1.0,1.0,126,1.0,1.0
random,sfone,1,clean,2019-11,6212,1644,0.9742075211655837,0.9570599613152805,0.991980753809142,10,1.0,1.0,10,1.0,1.0,664,0.9984939759036144,0.9984939759036144,145,1.0,1.0,60,1.0,1.0,127,1.0,1.0,15,1.0,1.0,92,1.0,1.0,140,1.0,1.0,83,1.0,1.0,30,1.0,1.0,18,1.0,1.0,50,1.0,1.0,15,1.0,1.0,97,1.0,1.0,56,1.0,1.0
random,sfone,1,clean,2019-12,10159,1955,0.9754854368932039,0.9566769816710307,0.9950482792770488,81,1.0,1.0,81,1.0,1.0,1288,1.0,1.0,277,1.0,1.0,217,1.0,1.0,141,1.0,1.0,56,1.0,1.0,128,1.0,1.0,371,1.0,1.0,40,1.0,1.0,92,1.0,1.0,10,1.0,1.0,109,1.0,1.0,32,1.0,1.0,165,1.0,1.0,64,1.0,1.0
random,sfone,1,clean,2020-01,10436,2463,0.9129330488672153,0.8424901556347272,0.996230598669623,112,1.0,1.0,112,1.0,1.0,522,0.9942528735632183,0.9923371647509579,407,0.9901719901719902,0.9901719901719902,236,1.0,1.0,120,1.0,1.0,82,1.0,1.0,450,1.0,1.0,198,1.0,1.0,41,1.0,1.0,52,1.0,1.0,17,1.0,1.0,173,1.0,1.0,70,1.0,1.0,357,1.0,1.0,87,1.0,1.0
random,sfone,1,clean,2020-02,7972,2985,0.9398579671549046,0.8928947923255324,0.9920356055282268,247,1.0,1.0,247,1.0,1.0,196,0.9897959183673469,0.9846938775510204,413,0.9975786924939467,0.9975786924939467,178,1.0,1.0,407,1.0,1.0,321,1.0,1.0,37,1.0,1.0,54,1.0,1.0,23,1.0,1.0,119,1.0,1.0,20,1.0,1.0,140,1.0,1.0,233,1.0,1.0,316,1.0,1.0,66,0.9696969696969697,0.9696969696969697
random,sfone,1,clean,2020-03,8567,3384,0.9827707808564232,0.9882472137791287,0.9773547094188377,258,1.0,1.0,258,1.0,1.0,199,0.9045226130653267,0.9045226130653267,328,0.9939024390243902,0.9939024390243902,334,0.9970059880239521,1.0,499,0.9899799599198397,0.9899799599198397,610,1.0,1.0,195,1.0,1.0,260,1.0,1.0,131,1.0,1.0,314,1.0,1.0,20,1.0,1.0,69,1.0,1.0,70,1.0,1.0,44,1.0,1.0,55,0.9818181818181818,0.9818181818181818
random,sfone,1,clean,2020-04,9841,3812,0.9873715753424658,0.9806547619047619,0.9941810344827586,274,1.0,1.0,274,1.0,1.0,252,0.9880952380952381,0.9920634920634921,705,0.9929078014184397,0.9929078014184397,119,1.0,1.0,312,1.0,1.0,356,1.0,1.0,209,1.0,1.0,304,1.0,1.0,190,1.0,1.0,94,1.0,1.0,75,1.0,1.0,84,1.0,1.0,32,1.0,1.0,7,nan,nan,52,1.0,1.0
random,sfone,1,clean,2020-05,11570,4304,0.9922737306843267,0.9946524064171123,0.9899064048449256,932,1.0,1.0,932,1.0,1.0,270,0.9555555555555556,0.9555555555555556,355,0.9943661971830986,0.9915492957746479,109,1.0,1.0,82,1.0,1.0,276,1.0,1.0,192,1.0,1.0,93,1.0,1.0,569,1.0,1.0,18,1.0,1.0,81,1.0,1.0,58,1.0,1.0,181,1.0,1.0,10,1.0,1.0,66,1.0,1.0
random,sfone,1,clean,2020-06,12399,4882,0.9927887457146235,0.9898632720414898,0.9957315627223144,1559,1.0,1.0,1559,1.0,1.0,199,0.9748743718592965,0.9748743718592965,99,0.9797979797979798,0.9797979797979798,219,1.0,1.0,269,1.0,1.0,30,1.0,1.0,2,nan,nan,47,1.0,1.0,338,0.9970414201183432,0.9970414201183432,145,1.0,1.0,13,1.0,1.0,21,1.0,1.0,139,1.0,1.0,0,nan,nan,32,0.96875,0.96875
random,sfone,1,clean,2020-07,11387,5502,0.9927913496195434,0.9929901862607651,0.9925925925925926,697,1.0,1.0,697,1.0,1.0,148,0.9797297297297297,0.9864864864864865,73,1.0,1.0,531,1.0,1.0,201,1.0,1.0,45,1.0,1.0,20,1.0,1.0,148,1.0,1.0,74,1.0,1.0,205,1.0,1.0,262,1.0,1.0,52,1.0,1.0,72,1.0,1.0,0,nan,nan,51,1.0,1.0
random,sfone,1,clean,2020-08,6337,6071,0.9962026973942648,0.9973780807551127,0.9950300810881507,166,1.0,1.0,166,1.0,1.0,46,0.9782608695652174,1.0,75,1.0,1.0,723,1.0,1.0,381,1.0,1.0,73,1.0,1.0,120,1.0,1.0,82,1.0,1.0,10,1.0,1.0,234,1.0,1.0,334,1.0,1.0,18,1.0,1.0,65,1.0,1.0,1,nan,nan,91,1.0,1.0
random,sfone,1,clean,2020-09,8775,6388,0.9933209241213183,0.9956101843722563,0.9910421673585318,278,1.0,1.0,278,1.0,1.0,73,0.9452054794520548,0.9452054794520548,62,1.0,1.0,704,1.0,1.0,230,1.0,1.0,247,1.0,1.0,158,1.0,1.0,117,1.0,1.0,14,1.0,1.0,129,1.0,1.0,218,1.0,1.0,22,1.0,1.0,116,1.0,1.0,1,nan,nan,88,1.0,1.0
random,sfone,1,attacked,2019-09,7524,844,0.9345664739884393,0.8808019176291131,0.9953213494213248,40,1.0,1.0,40,1.0,1.0,391,0.9974424552429667,0.9872122762148338,357,1.0,1.0,130,0.9615384615384616,0.9846153846153847,252,1.0,1.0,66,1.0,1.0,243,1.0,1.0,46,1.0,1.0,74,1.0,1.0,88,1.0,1.0,56,1.0,1.0,140,1.0,1.0,15,0.9333333333333333,1.0,5,nan,nan,116,1.0,1.0
random,sfone,1,attacked,2019-10,8474,1295,0.9730081300813008,0.9597946963216424,0.9865904594416355,63,1.0,0.1111111111111111,63,1.0,0.1111111111111111,385,0.9974025974025974,0.2883116883116883,508,0.9803149606299213,0.13188976377952755,91,1.0,0.07692307692307693,290,1.0,0.0,37,1.0,0.0,185,1.0,0.8702702702702703,75,1.0,0.10666666666666667,161,1.0,0.0,78,1.0,0.0,31,1.0,0.0,139,1.0,0.2014388489208633,28,1.0,0.0,47,1.0,0.0425531914893617,126,1.0,0.0
random,sfone,1,attacked,2019-11,6212,1804,0.9534077782056218,0.917037037037037,0.9927826784282278,10,1.0,0.0,10,1.0,0.0,664,0.9984939759036144,0.0,145,0.993103448275862,0.0,60,1.0,0.0,127,1.0,0.0,15,1.0,0.0,92,1.0,0.0,140,1.0,0.0,83,1.0,0.0,30,1.0,0.0,18,1.0,0.0,50,1.0,0.02,15,1.0,0.0,97,1.0,0.0,56,1.0,0.0
random,sfone,1,attacked,2019-12,10159,2177,0.963265306122449,0.9349801910976462,0.9933151770240158,81,1.0,0.0,81,1.0,0.0,1288,1.0,0.0,277,0.9819494584837545,0.0,217,1.0,0.0,141,1.0,0.0,56,1.0,0.0,128,1.0,0.0,371,1.0,0.0,40,1.0,0.0,92,1.0,0.0,10,1.0,0.0,109,1.0,0.0,32,1.0,0.0,165,1.0,0.0,64,1.0,0.0
random,sfone,1,attacked,2020-01,10436,2787,0.9294812053432743,0.8719642510200116,0.9951219512195122,112,1.0,0.0,112,1.0,0.0,522,0.9923371647509579,0.0,407,0.9877149877149877,0.0,236,1.0,0.0,120,1.0,0.0,82,1.0,0.0,450,1.0,0.0,198,1.0,0.0,41,1.0,0.0,52,1.0,0.0,17,1.0,0.0,173,1.0,0.0,70,1.0,0.0,357,1.0,0.0,87,1.0,0.0
random,sfone,1,attacked,2020-02,7972,3309,0.9432568550643536,0.9031290184312044,0.9871164207074257,247,1.0,0.9757085020242915,247,1.0,0.9757085020242915,196,0.9846938775510204,0.6275510204081632,413,1.0,0.44794188861985473,178,1.0,0.15730337078651685,407,0.9975429975429976,0.8992628992628993,321,1.0,0.9034267912772586,37,1.0,1.0,54,1.0,0.18518518518518517,23,1.0,0.9565217391304348,119,1.0,1.0,20,1.0,0.3,140,1.0,0.4142857142857143,233,1.0,0.7982832618025751,316,1.0,0.0,66,0.9696969696969697,0.25757575757575757
random,sfone,1,attacked,2020-03,8567,3708,0.9856710393541877,0.9926829268292683,0.9787575150300601,258,0.9961240310077519,0.9418604651162791,258,0.9961240310077519,0.9418604651162791,199,0.9095477386934674,0.49748743718592964,328,1.0,0.8079268292682927,334,0.9970059880239521,0.6137724550898204,499,0.9899799599198397,0.9899799599198397,610,1.0,0.9934426229508196,195,1.0,1.0,260,1.0,0.7692307692307693,131,1.0,1.0,314,1.0,0.9968152866242038,20,1.0,0.75,69,1.0,0.5797101449275363,70,1.0,0.6857142857142857,44,1.0,0.0,55,0.9818181818181818,0.45454545454545453
random,sfone,1,attacked,2020-04,9841,4136,0.9874772556994541,0.9808632787582394,0.9941810344827586,274,1.0,1.0,274,1.0,1.0,252,0.9920634920634921,0.8214285714285714,705,1.0,0.8695035460992908,119,1.0,0.7815126050420168,312,1.0,0.9967948717948718,356,1.0,1.0,209,1.0,1.0,304,1.0,0.8322368421052632,190,1.0,1.0,94,1.0,1.0,75,1.0,0.9066666666666666,84,1.0,0.8452380952380952,32,1.0,0.1875,7,nan,nan,52,1.0,0.46153846153846156
random,sfone,1,attacked,2020-05,11570,4628,0.9930920143686102,0.9968565088757396,0.9893558451091944,932,1.0,0.9989270386266095,932,1.0,0.9989270386266095,270,0.9444444444444444,0.737037037037037,355,0.9971830985915493,0.9352112676056338,109,1.0,0.944954128440367,82,1.0,1.0,276,1.0,1.0,192,1.0,1.0,93,1.0,0.8172043010752689,569,1.0,1.0,18,1.0,1.0,81,1.0,1.0,58,1.0,0.8103448275862069,181,1.0,0.03867403314917127,10,1.0,0.5,66,1.0,0.9696969696969697
random,sfone,1,attacked,2020-06,12399,5206,0.9925293489861259,0.9926470588235294,0.9924116670618923,1559,1.0,1.0,1559,1.0,1.0,199,0.9396984924623115,0.4371859296482412,99,1.0,0.9797979797979798,219,0.9954337899543378,0.9726027397260274,269,1.0,1.0,30,1.0,1.0,2,nan,nan,47,1.0,0.9148936170212766,338,1.0,0.9970414201183432,145,1.0,1.0,13,1.0,1.0,21,1.0,0.8571428571428571,139,1.0,0.6187050359712231,0,nan,nan,32,0.96875,0.75
random,sfone,1,attacked,2020-07,11387,5826,0.9938798033510585,0.9961786001609011,0.9915915915915916,697,1.0,0.9813486370157819,697,1.0,0.9813486370157819,148,0.9594594594594594,0.8445945945945946,73,1.0,0.8767123287671232,531,1.0,1.0,201,1.0,1.0,45,1.0,1.0,20,1.0,1.0,148,1.0,0.9054054054054054,74,1.0,1.0,205,1.0,1.0,262,1.0,0.8664122137404581,52,1.0,0.75,72,1.0,0.5277777777777778,0,nan,nan,51,1.0,0.27450980392156865
random,sfone,1,attacked,2020-08,6337,6395,0.9963321980613047,0.997900813434794,0.9947685064085796,166,1.0,1.0,166,1.0,1.0,46,1.0,0.5652173913043478,75,1.0,0.7466666666666667,723,1.0,0.9986168741355463,381,1.0,1.0,73,1.0,1.0,120,1.0,1.0,82,1.0,0.9512195121951219,10,1.0,1.0,234,1.0,1.0,334,1.0,0.8922155688622755,18,1.0,0.7777777777777778,65,1.0,0.4461538461538462,1,nan,nan,91,1.0,0.6813186813186813
random,sfone,1,attacked,2020-09,8775,6712,0.9943082311733801,0.9962711120859837,0.9923530696963077,278,1.0,0.9856115107913669,278,1.0,0.9856115107913669,73,0.9452054794520548,0.7808219178082192,62,1.0,0.9354838709677419,704,1.0,1.0,230,1.0,0.9956521739130435,247,1.0,1.0,158,1.0,1.0,117,1.0,0.9829059829059829,14,1.0,1.0,129,1.0,1.0,218,1.0,0.9495412844036697,22,1.0,0.9545454545454546,116,1.0,0.4051724137931034,1,nan,nan,88,1.0,0.7613636363636364
uncertainty,wacatac,1,clean,2019-09,7524,844,0.9345664739884393,0.8808019176291131,0.9953213494213248,391,0.9974424552429667,0.9872122762148338,40,1.0,1.0,391,0.9974424552429667,0.9872122762148338,357,1.0,1.0,130,0.9615384615384616,0.9846153846153847,252,1.0,1.0,66,1.0,1.0,243,1.0,1.0,46,1.0,1.0,74,1.0,1.0,88,1.0,1.0,56,1.0,1.0,140,1.0,1.0,15,0.9333333333333333,1.0,5,nan,nan,116,1.0,1.0
uncertainty,wacatac,1,clean,2019-10,8474,1220,0.9767948578276501,0.9682505399568034,0.9854913167729171,385,0.9948051948051948,0.9896103896103896,63,1.0,1.0,385,0.9948051948051948,0.9896103896103896,508,0.9803149606299213,0.9803149606299213,91,1.0,1.0,290,1.0,1.0,37,1.0,1.0,185,1.0,1.0,75,1.0,1.0,161,1.0,1.0,78,1.0,1.0,31,1.0,1.0,139,1.0,1.0,28,1.0,1.0,47,1.0,1.0,126,1.0,0.9920634920634921
uncertainty,wacatac,1,clean,2019-11,6212,1644,0.9894148192530458,0.9856744926382809,0.9931836407377707,664,0.9984939759036144,0.9984939759036144,10,1.0,1.0,664,0.9984939759036144,0.9984939759036144,145,1.0,1.0,60,1.0,1.0,127,1.0,1.0,15,1.0,1.0,92,1.0,1.0,140,1.0,1.0,83,1.0,1.0,30,1.0,1.0,18,1.0,1.0,50,1.0,1.0,15,1.0,1.0,97,1.0,1.0,56,1.0,1.0
uncertainty,wacatac,1,clean,2019-12,10159,1955,0.9886699507389163,0.9835824552805685,0.9938103490963109,1288,1.0,1.0,81,1.0,1.0,1288,1.0,1.0,277,1.0,1.0,217,1.0,1.0,141,1.0,1.0,56,1.0,1.0,128,1.0,1.0,371,1.0,1.0,40,1.0,1.0,92,1.0,1.0,10,1.0,1.0,109,1.0,1.0,32,1.0,1.0,165,1.0,1.0,64,1.0,1.0
uncertainty,wacatac,1,clean,2020-01,10436,2463,0.9706263498920087,0.9461052631578948,0.9964523281596452,522,0.9923371647509579,0.9904214559386973,112,1.0,1.0,522,0.9923371647509579,0.9904214559386973,407,0.9975429975429976,0.9926289926289926,236,1.0,1.0,120,1.0,1.0,82,1.0,1.0,450,1.0,1.0,198,1.0,1.0,41,1.0,1.0,52,1.0,1.0,17,1.0,1.0,173,1.0,1.0,70,1.0,1.0,357,1.0,1.0,87,1.0,1.0
uncertainty,wacatac,1,clean,2020-02,7972,2985,0.97973917093619,0.9740680713128039,0.9854766924338253,196,0.9897959183673469,0.9540816326530612,247,1.0,1.0,196,0.9897959183673469,0.9540816326530612,413,1.0,1.0,178,1.0,1.0,407,0.9975429975429976,0.9975429975429976,321,1.0,1.0,37,1.0,1.0,54,1.0,1.0,23,1.0,1.0,119,1.0,1.0,20,1.0,1.0,140,1.0,1.0,233,1.0,1.0,316,1.0,0.9936708860759493,66,0.9696969696969697,0.9696969696969697
uncertainty,wacatac,1,clean,2020-03,8567,3384,0.9868073878627969,0.9995888157894737,0.9743486973947896,199,0.8743718592964824,0.8592964824120602,258,1.0,1.0,199,0.8743718592964824,0.8592964824120602,328,0.9969512195121951,0.9969512195121951,334,1.0,1.0,499,0.9899799599198397,0.9899799599198397,610,0.9983606557377049,0.9983606557377049,195,1.0,1.0,260,1.0,0.9807692307692307,131,1.0,1.0,314,0.9968152866242038,0.9968152866242038,20,1.0,0.95,69,1.0,1.0,70,1.0,1.0,44,1.0,1.0,55,0.9818181818181818,0.9818181818181818
uncertainty,wacatac,1,clean,2020-04,9841,3812,0.9955632507304404,0.9997826559443599,0.9913793103448276,252,0.9722222222222222,0.9603174603174603,274,1.0,1.0,252,0.9722222222222222,0.9603174603174603,705,0.9971631205673759,0.9971631205673759,119,1.0,1.0,312,1.0,1.0,356,1.0,1.0,209,1.0,1.0,304,1.0,0.9967105263157895,190,1.0,1.0,94,1.0,1.0,75,1.0,1.0,84,1.0,1.0,32,1.0,1.0,7,nan,nan,52,1.0,1.0
uncertainty,wacatac,1,clean,2020-05,11570,4304,0.996133308782913,0.9994457786809533,0.9928427234354927,270,0.9666666666666667,0.9555555555555556,932,1.0,1.0,270,0.9666666666666667,0.9555555555555556,355,1.0,1.0,109,1.0,1.0,82,1.0,1.0,276,1.0,1.0,192,1.0,1.0,93,1.0,1.0,569,1.0,1.0,18,1.0,1.0,81,1.0,1.0,58,1.0,1.0,181,1.0,1.0,10,1.0,1.0,66,1.0,1.0
uncertainty,wacatac,1,clean,2020-06,12399,4882,0.9971496437054632,0.9988103735427076,0.9954944273179985,199,0.9748743718592965,0.9698492462311558,1559,1.0,1.0,199,0.9748743718592965,0.9698492462311558,99,1.0,1.0,219,1.0,1.0,269,1.0,1.0,30,1.0,1.0,2,nan,nan,47,1.0,1.0,338,1.0,1.0,145,1.0,1.0,13,1.0,1.0,21,1.0,1.0,139,1.0,1.0,0,nan,nan,32,0.96875,0.9375
uncertainty,wacatac,1,clean,2020-07,11387,5502,0.9966884094330155,0.999195171026157,0.9941941941941942,148,0.972972972972973,0.972972972972973,697,1.0,1.0,148,0.972972972972973,0.972972972972973,73,1.0,1.0,531,1.0,1.0,201,1.0,1.0,45,1.0,1.0,20,1.0,1.0,148,1.0,1.0,74,1.0,1.0,205,1.0,1.0,262,1.0,1.0,52,1.0,1.0,72,1.0,1.0,0,nan,nan,51,1.0,1.0
uncertainty,wacatac,1,clean,2020-08,6337,6071,0.9989528795811519,0.9997380141472361,0.9981689772430029,46,1.0,1.0,166,1.0,1.0,46,1.0,1.0,75,1.0,1.0,723,1.0,1.0,381,1.0,1.0,73,1.0,1.0,120,1.0,1.0,82,1.0,1.0,10,1.0,1.0,234,1.0,1.0,334,1.0,1.0,18,1.0,1.0,65,1.0,1.0,1,nan,nan,91,1.0,1.0
uncertainty,wacatac,1,clean,2020-09,8775,6388,0.9977016526212105,0.999561403508772,0.9958488092637099,73,0.9726027397260274,0.958904109589041,278,1.0,1.0,73,0.9726027397260274,0.958904109589041,62,1.0,1.0,704,1.0,1.0,230,1.0,1.0,247,1.0,1.0,158,1.0,1.0,117,1.0,1.0,14,1.0,1.0,129,1.0,1.0,218,1.0,1.0,22,1.0,1.0,116,1.0,1.0,1,nan,nan,88,1.0,1.0
uncertainty,wacatac,1,attacked,2019-09,7524,844,0.9345664739884393,0.8808019176291131,0.9953213494213248,391,0.9974424552429667,0.9872122762148338,40,1.0,1.0,391,0.9974424552429667,0.9872122762148338,357,1.0,1.0,130,0.9615384615384616,0.9846153846153847,252,1.0,1.0,66,1.0,1.0,243,1.0,1.0,46,1.0,1.0,74,1.0,1.0,88,1.0,1.0,56,1.0,1.0,140,1.0,1.0,15,0.9333333333333333,1.0,5,nan,nan,116,1.0,1.0
uncertainty,wacatac,1,attacked,2019-10,8474,1295,0.9765360689730438,0.9696575639358475,0.983512859969224,385,0.9922077922077922,0.6285714285714286,63,1.0,0.9841269841269841,385,0.9922077922077922,0.6285714285714286,508,0.9803149606299213,0.8996062992125984,91,1.0,0.9010989010989011,290,1.0,0.9379310344827586,37,1.0,0.972972972972973,185,1.0,1.0,75,1.0,0.7733333333333333,161,1.0,1.0,78,1.0,0.9615384615384616,31,1.0,0.6129032258064516,139,1.0,0.8057553956834532,28,1.0,0.42857142857142855,47,1.0,0.723404255319149,126,1.0,0.3253968253968254
uncertainty,wacatac,1,attacked,2019-11,6212,1804,0.9903884661593912,0.9892,0.9915797914995991,664,0.9984939759036144,0.7349397590361446,10,1.0,0.6,664,0.9984939759036144,0.7349397590361446,145,1.0,0.6344827586206897,60,1.0,0.31666666666666665,127,1.0,0.6377952755905512,15,1.0,0.26666666666666666,92,1.0,1.0,140,1.0,0.014285714285714285,83,1.0,0.7228915662650602,30,1.0,0.9666666666666667,18,1.0,0.3333333333333333,50,1.0,0.38,15,1.0,0.13333333333333333,97,1.0,0.0,56,1.0,0.05357142857142857
uncertainty,wacatac,1,attacked,2019-12,10159,2177,0.9889135254988913,0.9840647217455258,0.9938103490963109,1288,1.0,0.9596273291925466,81,1.0,1.0,1288,1.0,0.9596273291925466,277,1.0,0.9025270758122743,217,1.0,0.25806451612903225,141,1.0,0.8368794326241135,56,1.0,1.0,128,1.0,1.0,371,1.0,0.555256064690027,40,1.0,1.0,92,1.0,1.0,10,1.0,0.7,109,1.0,0.6605504587155964,32,1.0,0.71875,165,1.0,0.8545454545454545,64,1.0,0.125
uncertainty,wacatac,1,attacked,2020-01,10436,2787,0.9713420568833135,0.948068397720076,0.9957871396895787,522,0.9923371647509579,0.8524904214559387,112,1.0,1.0,522,0.9923371647509579,0.8524904214559387,407,0.9975429975429976,0.7764127764127764,236,1.0,0.5508474576271186,120,1.0,0.975,82,1.0,0.7926829268292683,450,1.0,0.9977777777777778,198,1.0,0.3434343434343434,41,1.0,0.9512195121951219,52,1.0,1.0,17,1.0,0.47058823529411764,173,1.0,0.4913294797687861,70,1.0,0.6,357,1.0,0.0,87,1.0,0.0
uncertainty,wacatac,1,attacked,2020-02,7972,3309,0.9784407411723576,0.9735621521335807,0.9833684703677676,196,0.9846938775510204,0.7806122448979592,247,1.0,0.9919028340080972,196,0.9846938775510204,0.7806122448979592,413,1.0,0.8256658595641646,178,1.0,0.7865168539325843,407,0.9975429975429976,0.9852579852579852,321,1.0,0.9719626168224299,37,1.0,1.0,54,1.0,0.7962962962962963,23,1.0,1.0,119,1.0,0.9915966386554622,20,1.0,0.4,140,1.0,0.6714285714285714,233,1.0,0.9570815450643777,316,1.0,0.0,66,0.9696969696969697,0.8636363636363636
uncertainty,wacatac,1,attacked,2020-03,8567,3708,0.9859012070189674,0.9981515711645101,0.9739478957915831,199,0.8693467336683417,0.6180904522613065,258,1.0,0.9612403100775194,199,0.8693467336683417,0.6180904522613065,328,0.9969512195121951,0.8140243902439024,334,1.0,0.8922155688622755,499,0.9899799599198397,0.9579158316633266,610,0.9983606557377049,0.9934426229508196,195,1.0,1.0,260,1.0,0.7615384615384615,131,1.0,1.0,314,1.0,0.9968152866242038,20,1.0,0.65,69,1.0,0.7246376811594203,70,1.0,1.0,44,1.0,0.0,55,0.9818181818181818,0.5454545454545454
uncertainty,wacatac,1,attacked,2020-04,9841,4136,0.9957805907172996,0.9997827503801868,0.9918103448275862,252,0.9682539682539683,0.8968253968253969,274,1.0,1.0,252,0.9682539682539683,0.8968253968253969,705,0.9971631205673759,0.926241134751773,119,1.0,1.0,312,1.0,0.9775641025641025,356,1.0,1.0,209,1.0,1.0,304,1.0,0.9243421052631579,190,1.0,1.0,94,1.0,1.0,75,1.0,0.96,84,1.0,0.9285714285714286,32,1.0,1.0,7,nan,nan,52,1.0,0.5384615384615384
uncertainty,wacatac,1,attacked,2020-05,11570,4628,0.9959484346224677,0.9994455738310848,0.9924756836116718,270,0.9740740740740741,0.8666666666666667,932,1.0,0.9989270386266095,270,0.9740740740740741,0.8666666666666667,355,1.0,0.9859154929577465,109,1.0,1.0,82,1.0,1.0,276,1.0,1.0,192,1.0,1.0,93,1.0,0.956989247311828,569,1.0,1.0,18,1.0,1.0,81,1.0,1.0,58,1.0,1.0,181,1.0,1.0,10,1.0,0.7,66,1.0,0.8484848484848485
uncertainty,wacatac,1,attacked,2020-06,12399,5206,0.9961968148324222,0.9985704074338814,0.9938344794877876,199,0.9698492462311558,0.8592964824120602,1559,1.0,1.0,199,0.9698492462311558,0.8592964824120602,99,1.0,1.0,219,1.0,1.0,269,1.0,1.0,30,1.0,1.0,2,nan,nan,47,1.0,0.9574468085106383,338,1.0,0.9970414201183432,145,1.0,1.0,13,1.0,0.9230769230769231,21,1.0,1.0,139,1.0,1.0,0,nan,nan,32,0.96875,0.875
uncertainty,wacatac,1,attacked,2020-07,11387,5826,0.9969903691813804,0.9991956565453448,0.9947947947947948,148,0.9864864864864865,0.9527027027027027,697,1.0,1.0,148,0.9864864864864865,0.9527027027027027,73,1.0,1.0,531,1.0,1.0,201,1.0,1.0,45,1.0,1.0,20,1.0,1.0,148,1.0,0.9932432432432432,74,1.0,1.0,205,1.0,1.0,262,1.0,1.0,52,1.0,1.0,72,1.0,1.0,0,nan,nan,51,1.0,0.9607843137254902
